Day,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Day
2020-11-11,7.662311555593937e-05,7.73880002166864e-06,0.08555635664503725,2.5369265390638506e-05,0.09677048615101713,0.015439429928741092,2020-11-11
2020-11-11,3.2851478284672346e-05,0.000193470000541716,0.039533765921653446,1.3766268041431747e-06,0.016438778393361657,0.9002770083102493,2020-11-11
2020-11-11,1.1830172235477576e-06,7.73880002166864e-06,0.0014419610670511895,0.0,0.0100694314244989,1.0,2020-11-11
2020-11-11,0.004067122213232302,0.0062684280175515986,0.0,0.008630073435173562,0.0919722764658961,0.2356073658067259,2020-11-11
2020-11-11,1.8200264977657809e-07,0.0,0.0002403268445085316,0.0,0.0013679857511195357,0.0,2020-11-11
2020-11-11,0.006956869285059921,0.024323048468104538,0.0,0.014416232553959346,0.05418209732082074,0.534467873587275,2020-11-11
2020-11-11,6.515694862001495e-05,4.643280013001184e-05,0.08351357846671473,2.9499145803068032e-06,0.07160524579465347,0.10893854748603353,2020-11-11
2020-11-11,0.0,0.0,0.0,0.0,,,2020-11-11
2020-11-11,0.0056679265193421945,0.016313390445677495,0.0,0.011834270652302812,0.07683962888280917,0.43998458673174495,2020-11-11
2020-11-11,6.106188900004195e-05,0.0002476416006933965,0.0,0.0,0.0,0.0,2020-11-11
2020-11-11,2.566237361849751e-05,0.00012382080034669825,0.0,0.0,0.0,0.0,2020-11-11
2020-11-12,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0007743134919098478,0.0,2020-11-12
2020-11-12,2.002029147542359e-05,6.964920019501776e-05,0.02259072338380197,4.523202356470432e-06,0.013679418160031572,0.5318181818181819,2020-11-12
2020-11-12,6.461094067068522e-06,7.73880002166864e-06,0.008411439557798606,0.0,0.009092103729424646,0.18309859154929578,2020-11-12
2020-11-12,2.3023335196737127e-05,7.73880002166864e-06,0.028358567652006728,3.1465755523272566e-06,0.014906225930334645,0.05138339920948617,2020-11-12
2020-11-12,0.0,0.0,0.0920451814467676,3.716892371186572e-05,0.022778432246227116,0.6221335992023929,2020-11-12
2020-11-12,0.10047847586613012,0.34648929337017004,0.0,0.20833673392930788,0.07637634747784827,0.5271500158946805,2020-11-12
2020-11-12,1.2740185484360466e-06,0.0,0.0015621244893054553,1.9666097202045354e-07,0.015563930910024068,0.0,2020-11-12
2020-11-12,7.862514470348173e-05,7.73880002166864e-06,0.0863975006008171,2.831917997094531e-05,0.09929893115733825,0.015046296296296292,2020-11-12
2020-11-12,3.303348093444892e-05,0.000193470000541716,0.039533765921653446,1.7699487481840819e-06,0.016529851957867814,0.8953168044077136,2020-11-12
2020-11-12,1.1830172235477576e-06,7.73880002166864e-06,0.0014419610670511895,0.0,0.0100694314244989,1.0,2020-11-12
2020-11-12,0.004116990939271085,0.0063845100178766285,0.0,0.008734893733260465,0.09309998790847794,0.2370637253818439,2020-11-12
2020-11-12,1.8200264977657809e-07,0.0,0.0002403268445085316,0.0,0.0013679857511195357,0.0,2020-11-12
2020-11-12,0.007067162890824527,0.024671294469079626,0.0,0.014645735908307216,0.055041095619701476,0.5336595415915529,2020-11-12
2020-11-12,6.515694862001495e-05,4.643280013001184e-05,0.08351357846671473,2.9499145803068032e-06,0.07160524579465347,0.10893854748603353,2020-11-12
2020-11-12,0.0,0.0,0.0,0.0,,,2020-11-12
2020-11-12,0.0057468246680203415,0.016576509646414227,0.0,0.01199808924199585,0.07790924480730659,0.44094313629237863,2020-11-12
2020-11-12,6.260891152314286e-05,0.0002476416006933965,0.0,0.0,0.0,0.0,2020-11-12
2020-11-12,2.566237361849751e-05,0.00012382080034669825,0.0,0.0,0.0,0.0,2020-11-12
2020-11-13,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0007743134919098478,0.0,2020-11-13
2020-11-13,2.020229412520017e-05,6.964920019501776e-05,0.022710886806056235,4.719863328490885e-06,0.01380377650694095,0.5270270270270271,2020-11-13
2020-11-13,6.461094067068522e-06,7.73880002166864e-06,0.008411439557798606,0.0,0.009092103729424646,0.18309859154929578,2020-11-13
2020-11-13,2.3023335196737127e-05,7.73880002166864e-06,0.028358567652006728,3.1465755523272566e-06,0.014906225930334645,0.05138339920948617,2020-11-13
2020-11-13,0.0,0.0,0.09769286229271809,2.7925858026904404e-05,0.022778432246227116,0.6221335992023929,2020-11-13
2020-11-13,0.10271164837888874,0.3486561573762373,0.0,0.21310772911052406,0.07807384097923929,0.5189136365126434,2020-11-13
2020-11-13,1.3650198733243357e-06,0.0,0.0015621244893054553,3.933219440409071e-07,0.016675640260740074,0.0,2020-11-13
2020-11-13,7.97171606021412e-05,7.73880002166864e-06,0.08759913482335976,2.8712501914986216e-05,0.10067808297896795,0.014840182648401826,2020-11-13
2020-11-13,3.303348093444892e-05,0.000193470000541716,0.039533765921653446,1.7699487481840819e-06,0.016529851957867814,0.8953168044077136,2020-11-13
2020-11-13,1.1830172235477576e-06,7.73880002166864e-06,0.0014419610670511895,0.0,0.0100694314244989,1.0,2020-11-13
2020-11-13,0.004172228743478276,0.006469636818114984,0.0,0.008852103672584655,0.09434911353922099,0.23704414587332057,2020-11-13
2020-11-13,1.8200264977657809e-07,0.0,0.0002403268445085316,0.0,0.0013679857511195357,0.0,2020-11-13
2020-11-13,0.007190651688697936,0.02510466727029307,0.0,0.014901591832905826,0.056002861866880645,0.5337079362668793,2020-11-13
2020-11-13,6.515694862001495e-05,4.643280013001184e-05,0.08351357846671473,2.9499145803068032e-06,0.07160524579465347,0.10893854748603353,2020-11-13
2020-11-13,0.0,0.0,0.0,0.0,,,2020-11-13
2020-11-13,0.005819352723956308,0.01680093484704262,0.0,0.012149124868507558,0.07889250189130247,0.441342966160005,2020-11-13
2020-11-13,6.388293007157891e-05,0.0002476416006933965,0.0,0.0,0.0,0.0,2020-11-13
2020-11-13,2.566237361849751e-05,0.00012382080034669825,0.0,0.0,0.0,0.0,2020-11-13
2020-11-14,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0007743134919098478,0.0,2020-11-14
2020-11-14,2.020229412520017e-05,6.964920019501776e-05,0.022710886806056235,4.719863328490885e-06,0.01380377650694095,0.5270270270270271,2020-11-14
2020-11-14,6.461094067068522e-06,7.73880002166864e-06,0.008411439557798606,0.0,0.009092103729424646,0.18309859154929578,2020-11-14
2020-11-14,2.311433652162542e-05,7.73880002166864e-06,0.02883922134102379,2.556592636265896e-06,0.014965143819387353,0.05118110236220473,2020-11-14
2020-11-14,0.0,0.0,0.09793318913722662,2.7532536082863495e-05,0.022778432246227116,0.6221335992023929,2020-11-14
2020-11-14,0.10492279857102439,0.35172072218481804,0.0,0.21780831966375694,0.07975459473216509,0.512442963067041,2020-11-14
2020-11-14,1.3650198733243357e-06,0.0,0.0015621244893054553,3.933219440409071e-07,0.016675640260740074,0.0,2020-11-14
2020-11-14,8.071817517591239e-05,7.73880002166864e-06,0.08916125931266522,2.831917997094531e-05,0.10194230548212849,0.014656144306651627,2020-11-14
2020-11-14,3.303348093444892e-05,0.000193470000541716,0.039533765921653446,1.7699487481840819e-06,0.016529851957867814,0.8953168044077136,2020-11-14
2020-11-14,1.1830172235477576e-06,7.73880002166864e-06,0.0014419610670511895,0.0,0.0100694314244989,1.0,2020-11-14
2020-11-14,0.004218730420496192,0.00654702481833167,0.0,0.008950630819566902,0.09540068388075264,0.23723548825470783,2020-11-14
2020-11-14,1.8200264977657809e-07,0.0,0.0002403268445085316,0.0,0.0013679857511195357,0.0,2020-11-14
2020-11-14,0.007292391169923042,0.02538326407107314,0.0,0.015114379004631957,0.05679523818548516,0.5321020777438074,2020-11-14
2020-11-14,6.552095391956812e-05,4.643280013001184e-05,0.08351357846671473,3.736558468388617e-06,0.07200527510076886,0.10833333333333334,2020-11-14
2020-11-14,0.0,0.0,0.0,0.0,,,2020-11-14
2020-11-14,0.005904256960077081,0.01695571084747599,0.0,0.012328676335962232,0.08004354186541557,0.4390037144926867,2020-11-14
2020-11-14,6.542995259467983e-05,0.0002476416006933965,0.0,0.0,0.0,0.0,2020-11-14
2020-11-14,2.566237361849751e-05,0.00012382080034669825,0.0,0.0,0.0,0.0,2020-11-14
2020-11-15,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0007743134919098478,0.0,2020-11-15
2020-11-15,2.020229412520017e-05,6.964920019501776e-05,0.022710886806056235,4.719863328490885e-06,0.01380377650694095,0.5270270270270271,2020-11-15
2020-11-15,6.461094067068522e-06,7.73880002166864e-06,0.008411439557798606,0.0,0.009092103729424646,0.18309859154929578,2020-11-15
2020-11-15,2.311433652162542e-05,7.73880002166864e-06,0.02883922134102379,2.556592636265896e-06,0.014965143819387353,0.05118110236220473,2020-11-15
2020-11-15,0.0,0.0,0.09805335255948089,2.7335875110843042e-05,0.022778432246227116,0.6221335992023929,2020-11-15
2020-11-15,0.10692464571591698,0.35282737058791663,0.0,0.22210634520726397,0.08127625170215692,0.5044311430246838,2020-11-15
2020-11-15,1.3650198733243357e-06,0.0,0.0015621244893054553,3.933219440409071e-07,0.016675640260740074,0.0,2020-11-15
2020-11-15,8.208319504923671e-05,7.73880002166864e-06,0.09060322037971641,2.890916288700667e-05,0.10366624525916561,0.014412416851441233,2020-11-15
2020-11-15,3.303348093444892e-05,0.000193470000541716,0.039533765921653446,1.7699487481840819e-06,0.016529851957867814,0.8953168044077136,2020-11-15
2020-11-15,1.1830172235477576e-06,7.73880002166864e-06,0.0014419610670511895,0.0,0.0100694314244989,1.0,2020-11-15
2020-11-15,0.004261683045843464,0.0066166740185266875,0.0,0.009041684849612371,0.0963719973860421,0.23734278576156825,2020-11-15
2020-11-15,1.8200264977657809e-07,0.0,0.0002403268445085316,0.0,0.0013679857511195357,0.0,2020-11-15
2020-11-15,0.007397861705468569,0.02538326407107314,0.0,0.015342309071203663,0.057616673027401644,0.5245159544369818,2020-11-15
2020-11-15,6.552095391956812e-05,4.643280013001184e-05,0.08351357846671473,3.736558468388617e-06,0.07200527510076886,0.10833333333333334,2020-11-15
2020-11-15,0.0,0.0,0.0,0.0,,,2020-11-15
2020-11-15,0.006025561726153171,0.01707953164782269,0.0,0.01258767883611317,0.08168806092810875,0.43330715558643185,2020-11-15
2020-11-15,6.661296981822758e-05,0.0002476416006933965,0.0,0.0,0.0,0.0,2020-11-15
2020-11-15,2.566237361849751e-05,0.00012382080034669825,0.0,0.0,0.0,0.0,2020-11-15
2020-11-16,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0007743134919098478,0.0,2020-11-16
2020-11-16,2.0293295450088457e-05,6.964920019501776e-05,0.022710886806056235,4.9165243005113385e-06,0.013865955680395638,0.524663677130045,2020-11-16
2020-11-16,6.461094067068522e-06,7.73880002166864e-06,0.008411439557798606,0.0,0.009092103729424646,0.18309859154929578,2020-11-16
2020-11-16,2.3387340496290283e-05,1.547760004333728e-05,0.02883922134102379,2.9499145803068032e-06,0.01514189748654547,0.10116731517509728,2020-11-16
2020-11-16,0.0,0.0,0.09805335255948089,3.579229690772254e-05,0.02375497520394174,0.5965583173996176,2020-11-16
2020-11-16,0.10869216444922221,0.35430548139205537,0.0,0.22588852902116133,0.08261978944777706,0.4983071026337867,2020-11-16
2020-11-16,1.3650198733243357e-06,0.0,0.0015621244893054553,3.933219440409071e-07,0.016675640260740074,0.0,2020-11-16
2020-11-16,8.253820167367817e-05,7.73880002166864e-06,0.09228550829127613,2.713921413882259e-05,0.10424089185151132,0.01433296582138919,2020-11-16
2020-11-16,3.303348093444892e-05,0.000193470000541716,0.039533765921653446,1.7699487481840819e-06,0.016529851957867814,0.8953168044077136,2020-11-16
2020-11-16,1.1830172235477576e-06,7.73880002166864e-06,0.0014419610670511895,0.0,0.0100694314244989,1.0,2020-11-16
2020-11-16,0.004291804484381488,0.0067250172188300485,0.0,0.009104026377742856,0.09705315156030232,0.23953606717272385,2020-11-16
2020-11-16,2.730039746648671e-07,0.0,0.0002403268445085316,1.9666097202045354e-07,0.0020519786266793034,0.0,2020-11-16
2020-11-16,0.0074631096554134725,0.025429696871203153,0.0,0.015482135022310205,0.05812484281312564,0.520881345185402,2020-11-16
2020-11-16,6.552095391956812e-05,4.643280013001184e-05,0.08351357846671473,3.736558468388617e-06,0.07200527510076886,0.10833333333333334,2020-11-16
2020-11-16,0.0,0.0,0.0,0.0,,,2020-11-16
2020-11-16,0.006106734907953525,0.017095009247866028,0.0,0.012762707101211372,0.08278851929564242,0.4279349089500194,2020-11-16
2020-11-16,6.788698836666363e-05,0.0002476416006933965,0.0,0.0,0.0,0.0,2020-11-16
2020-11-16,2.566237361849751e-05,0.00012382080034669825,0.0,0.0,0.0,0.0,2020-11-16
2020-11-17,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0007743134919098478,0.0,2020-11-17
2020-11-17,2.0293295450088457e-05,6.964920019501776e-05,0.022710886806056235,4.9165243005113385e-06,0.013865955680395638,0.524663677130045,2020-11-17
2020-11-17,6.461094067068522e-06,7.73880002166864e-06,0.008411439557798606,0.0,0.009092103729424646,0.18309859154929578,2020-11-17
2020-11-17,2.3387340496290283e-05,1.547760004333728e-05,0.028959384763278057,2.7532536082863495e-06,0.01514189748654547,0.10116731517509728,2020-11-17
2020-11-17,0.0,0.0,0.09829367940398942,3.5398974963681636e-05,0.02375497520394174,0.5965583173996176,2020-11-17
2020-11-17,0.1102891466996868,0.35831417980327973,0.0,0.22923786203564167,0.0838336979015632,0.4966479667907366,2020-11-17
2020-11-17,1.3650198733243357e-06,0.0,0.0015621244893054553,3.933219440409071e-07,0.016675640260740074,0.0,2020-11-17
2020-11-17,8.326621227278447e-05,1.547760004333728e-05,0.09312665224705599,2.713921413882259e-05,0.10516032639926447,0.02841530054644809,2020-11-17
2020-11-17,3.312448225933721e-05,0.000193470000541716,0.039894256188416244,1.3766268041431747e-06,0.01657538874012089,0.8928571428571428,2020-11-17
2020-11-17,1.1830172235477576e-06,7.73880002166864e-06,0.0014419610670511895,0.0,0.0100694314244989,1.0,2020-11-17
2020-11-17,0.004341764211745158,0.006794666419025066,0.0,0.0092102233026339,0.09818292087048013,0.2392320429251116,2020-11-17
2020-11-17,2.730039746648671e-07,0.0,0.0002403268445085316,1.9666097202045354e-07,0.0020519786266793034,0.0,2020-11-17
2020-11-17,0.007576679308874058,0.025716032472004893,0.0,0.015720291459426973,0.05900935591296324,0.5188508149269149,2020-11-17
2020-11-17,6.552095391956812e-05,4.643280013001184e-05,0.08351357846671473,3.736558468388617e-06,0.07200527510076886,0.10833333333333334,2020-11-17
2020-11-17,0.0,0.0,0.0,0.0,,,2020-11-17
2020-11-17,0.006170890841999769,0.01735812844860276,0.0,0.012894666613437097,0.08365827618926487,0.4300039816548938,2020-11-17
2020-11-17,6.888800294043481e-05,0.0002476416006933965,0.0,0.0,0.0,0.0,2020-11-17
2020-11-17,2.566237361849751e-05,0.00012382080034669825,0.0,0.0,0.0,0.0,2020-11-17
2020-11-18,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0007743134919098478,0.0,2020-11-18
2020-11-18,2.0384296774976745e-05,6.964920019501776e-05,0.023552030761836096,3.736558468388617e-06,0.013928134853850327,0.5223214285714286,2020-11-18
2020-11-18,6.461094067068522e-06,7.73880002166864e-06,0.008411439557798606,0.0,0.009092103729424646,0.18309859154929578,2020-11-18
2020-11-18,2.347834182117857e-05,1.547760004333728e-05,0.029199711607786588,2.556592636265896e-06,0.015200815375598177,0.10077519379844962,2020-11-18
2020-11-18,0.0,0.0,0.10237923576063446,3.3039043299436194e-05,0.02425460183347015,0.5842696629213484,2020-11-18
2020-11-18,0.11185336847319159,0.3615876922124456,0.0,0.23253507989253658,0.08502270425019441,0.4941764160307207,2020-11-18
2020-11-18,1.4560211982126247e-06,0.0,0.0015621244893054553,5.899829160613606e-07,0.01778734961145608,0.0,2020-11-18
2020-11-18,8.426722684655566e-05,1.547760004333728e-05,0.09492910358086998,2.6352570250740774e-05,0.10642454890242502,0.028077753779697623,2020-11-18
2020-11-18,3.312448225933721e-05,0.000193470000541716,0.039894256188416244,1.3766268041431747e-06,0.01657538874012089,0.8928571428571428,2020-11-18
2020-11-18,1.1830172235477576e-06,7.73880002166864e-06,0.0014419610670511895,0.0,0.0100694314244989,1.0,2020-11-18
2020-11-18,0.004388902898037292,0.006879793219263421,0.0,0.00930993041544827,0.09924889628518342,0.23962760994422444,2020-11-18
2020-11-18,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0020519786266793034,0.0,2020-11-18
2020-11-18,0.007691704983532855,0.026133927673175,0.0,0.01595825123557172,0.059905208924337205,0.5193970871833703,2020-11-18
2020-11-18,6.552095391956812e-05,4.643280013001184e-05,0.08351357846671473,3.736558468388617e-06,0.07200527510076886,0.10833333333333334,2020-11-18
2020-11-18,0.0,0.0,0.0,0.0,,,2020-11-18
2020-11-18,0.006228949687278496,0.017675419249491175,0.0,0.013012073213733308,0.08444537533555017,0.43378281640345373,2020-11-18
2020-11-18,6.97070148644294e-05,0.0002476416006933965,0.0,0.0,0.0,0.0,2020-11-18
2020-11-18,2.566237361849751e-05,0.00012382080034669825,0.0,0.0,0.0,0.0,2020-11-18
2020-11-19,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0007743134919098478,0.0,2020-11-19
2020-11-19,2.0566299424753325e-05,6.964920019501776e-05,0.02403268445085316,3.34323652434771e-06,0.014052493200759707,0.5176991150442478,2020-11-19
2020-11-19,6.461094067068522e-06,7.73880002166864e-06,0.008411439557798606,0.0,0.009092103729424646,0.18309859154929578,2020-11-19
2020-11-19,2.347834182117857e-05,1.547760004333728e-05,0.029199711607786588,2.556592636265896e-06,0.015200815375598177,0.10077519379844962,2020-11-19
2020-11-19,0.0,0.0,0.10442201393895698,3.1859077467313476e-05,0.024504415148234353,0.5783132530120482,2020-11-19
2020-11-19,0.11369987635649986,0.3648070330214597,0.0,0.2364437167114431,0.08642628373824353,0.4904792661619569,2020-11-19
2020-11-19,1.4560211982126247e-06,0.0,0.0015621244893054553,5.899829160613606e-07,0.01778734961145608,0.0,2020-11-19
2020-11-19,8.47222334709971e-05,2.321640006500592e-05,0.09637106464792117,2.4779282474577147e-05,0.10699919549477072,0.041890440386680994,2020-11-19
2020-11-19,3.330648490911379e-05,0.000193470000541716,0.039894256188416244,1.7699487481840819e-06,0.016666462304627053,0.8879781420765027,2020-11-19
2020-11-19,1.1830172235477576e-06,7.73880002166864e-06,0.0014419610670511895,0.0,0.0100694314244989,1.0,2020-11-19
2020-11-19,0.004433220543257889,0.006972658819523445,0.0,0.009403344377157986,0.1002510778044122,0.24043435421627396,2020-11-19
2020-11-19,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0020519786266793034,0.0,2020-11-19
2020-11-19,0.007790805426336201,0.02652086767425843,0.0,0.016162581985500975,0.060677031653282025,0.5203826566369201,2020-11-19
2020-11-19,6.56119552444564e-05,4.643280013001184e-05,0.08387406873347752,3.34323652434771e-06,0.07210528242729772,0.10818307905686546,2020-11-19
2020-11-19,0.0,0.0,0.0,0.0,,,2020-11-19
2020-11-19,0.006324319075761423,0.017853411649989555,0.0,0.013213650710054273,0.08573829054763005,0.43154380764637323,2020-11-19
2020-11-19,7.034402413864744e-05,0.0002476416006933965,0.0,0.0,0.0,0.0,2020-11-19
2020-11-19,2.566237361849751e-05,0.00012382080034669825,0.0,0.0,0.0,0.0,2020-11-19
2020-11-20,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0007743134919098478,0.0,2020-11-20
2020-11-20,2.0657300749641614e-05,6.964920019501776e-05,0.02403268445085316,3.5398974963681637e-06,0.014114672374214396,0.5154185022026432,2020-11-20
2020-11-20,6.461094067068522e-06,7.73880002166864e-06,0.008411439557798606,0.0,0.009092103729424646,0.18309859154929578,2020-11-20
2020-11-20,2.3569343146066863e-05,1.547760004333728e-05,0.029199711607786588,2.7532536082863495e-06,0.015259733264650884,0.1003861003861004,2020-11-20
2020-11-20,0.0,0.0,0.10442201393895698,3.205573843933393e-05,0.024527125449576557,0.5777777777777778,2020-11-20
2020-11-20,0.11532379499913138,0.3681811498309072,0.0,0.2398673875733472,0.08766066725626812,0.48804522456039573,2020-11-20
2020-11-20,1.4560211982126247e-06,0.0,0.0015621244893054553,5.899829160613606e-07,0.01778734961145608,0.0,2020-11-20
2020-11-20,8.581424936965657e-05,2.321640006500592e-05,0.09853400624849795,2.3599316642454426e-05,0.10837834731640042,0.041357370095440084,2020-11-20
2020-11-20,3.348848755889037e-05,0.000193470000541716,0.039894256188416244,2.163270692224989e-06,0.01675753586913321,0.8831521739130436,2020-11-20
2020-11-20,1.1830172235477576e-06,7.73880002166864e-06,0.0014419610670511895,0.0,0.0100694314244989,1.0,2020-11-20
2020-11-20,0.004466800032141668,0.0070655244197834685,0.0,0.009473552344169288,0.1010104309473186,0.24180503208719573,2020-11-20
2020-11-20,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0020519786266793034,0.0,2020-11-20
2020-11-20,0.00788344477507248,0.026768509274951828,0.0,0.01635648970391314,0.061398533524784166,0.5190696063719266,2020-11-20
2020-11-20,6.606696186889785e-05,4.643280013001184e-05,0.08387406873347752,4.326541384449978e-06,0.07260531905994194,0.10743801652892562,2020-11-20
2020-11-20,0.0,0.0,0.0,0.0,,,2020-11-20
2020-11-20,0.006417140427147479,0.018093314450661282,0.0,0.013408148411382501,0.08699666222350931,0.43101663428676773,2020-11-20
2020-11-20,7.134503871241861e-05,0.0002476416006933965,0.0,0.0,0.0,0.0,2020-11-20
2020-11-20,2.566237361849751e-05,0.00012382080034669825,0.0,0.0,0.0,0.0,2020-11-20
2020-11-21,2.730039746648671e-07,0.0,0.0003604902667627974,0.0,0.0007743134919098478,0.0,2020-11-21
2020-11-21,2.0657300749641614e-05,6.964920019501776e-05,0.02403268445085316,3.5398974963681637e-06,0.014114672374214396,0.5154185022026432,2020-11-21
2020-11-21,6.461094067068522e-06,7.73880002166864e-06,0.008411439557798606,0.0,0.009092103729424646,0.18309859154929578,2020-11-21
2020-11-21,2.375134579584344e-05,1.547760004333728e-05,0.02944003845229512,2.7532536082863495e-06,0.015377569042756296,0.0996168582375479,2020-11-21
2020-11-21,0.0,0.0,0.10658495553953376,3.126909455125211e-05,0.024845069668367362,0.5703839122486288,2020-11-21
