,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
1046,97,1,84.0,12.0,320.7990210669048,1.0309278350515465
1047,356,2,307.0,47.0,541.69202678028,0.5617977528089888
1048,0,0,2756.0,371.0,1873.3247702332565,2.097683155917345
1049,2450983,67510,0.0,2383473.0,4378.53804763368,2.754405069313006
1050,29,0,27.0,2.0,832.6155612977318,0.0
1051,2798,11,1579.0,1208.0,8304.888545902466,0.3931379556826304
1052,389,25,349.0,15.0,457.4748330040456,6.426735218508997
1053,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1054,83236,1397,0.0,81839.0,4423.681972789115,1.678360324859436
1055,4,0,4.0,0.0,70.65889418830595,0.0
1056,141066,4701,0.0,136365.0,2582.0657844160123,3.332482667687465
1057,941,6,799.0,136.0,2430.394131928302,0.6376195536663124
1058,0,0,0.0,0.0,,
1059,161516,3738,0.0,157778.0,5146.116102720958,2.3143218009361304
1060,2854,47,0.0,0.0,0.0,0.0
1061,301,16,0.0,0.0,0.0,0.0
1062,15,0,13.0,2.0,99.98666844420744,0.0
1063,636,11,531.0,94.0,1021.3093957252742,1.729559748427673
1064,97,1,84.0,12.0,320.7990210669048,1.0309278350515465
1065,359,2,310.0,47.0,546.2568472306756,0.5571030640668524
1066,0,0,2756.0,387.0,1882.7089894955395,2.087227414330218
1067,2497824,68514,0.0,2429310.0,4462.216759680728,2.742947461470464
1068,29,0,27.0,2.0,832.6155612977318,0.0
1069,2928,11,1639.0,1278.0,8690.748271051616,0.3756830601092896
1070,390,25,349.0,16.0,458.650860852385,6.410256410256411
1071,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1072,84646,1414,0.0,83232.0,4498.618197278912,1.67048649670392
1073,4,0,4.0,0.0,70.65889418830595,0.0
1074,143715,4779,0.0,138936.0,2630.552962495195,3.3253313850328774
1075,956,6,799.0,151.0,2469.135802469136,0.6276150627615062
1076,0,0,0.0,0.0,,
1077,163234,3801,0.0,159433.0,5200.853883897279,2.328559001188478
1078,2880,51,0.0,0.0,0.0,0.0
1079,302,16,0.0,0.0,0.0,0.0
1080,15,0,13.0,2.0,99.98666844420744,0.0
1081,641,12,538.0,91.0,1029.3385576413534,1.87207488299532
1082,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1083,359,2,311.0,46.0,546.2568472306756,0.5571030640668524
1084,0,0,2850.0,300.0,1890.3336676461445,2.26497052435619
1085,2559581,69670,0.0,2489911.0,4572.542034971381,2.7219298783668107
1086,29,0,27.0,2.0,832.6155612977318,0.0
1087,3021,12,1692.0,1317.0,8966.786382119853,0.3972194637537239
1088,392,25,349.0,18.0,461.0029165490639,6.377551020408164
1089,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1090,86146,1434,0.0,84712.0,4578.3375850340135,1.6646158846609245
1091,4,0,4.0,0.0,70.65889418830595,0.0
1092,146024,4872,0.0,141152.0,2672.816795709553,3.336437845833561
1093,965,6,811.0,148.0,2492.380804793636,0.6217616580310881
1094,0,0,0.0,0.0,,
1095,165721,3857,0.0,161864.0,5280.0930351111965,2.327405699941468
1096,2897,53,0.0,0.0,0.0,0.0
1097,302,16,0.0,0.0,0.0,0.0
1098,15,0,13.0,2.0,99.98666844420744,0.0
1099,646,12,540.0,94.0,1037.3677195574326,1.8575851393188851
1100,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1101,359,2,311.0,46.0,546.2568472306756,0.5571030640668524
1102,0,0,2850.0,337.0,1912.034674690174,2.239263803680981
1103,2613838,70541,0.0,2543297.0,4669.46899809208,2.6987517971657
1104,29,0,27.0,2.0,832.6155612977318,0.0
1105,3109,12,1842.0,1255.0,9227.983734528509,0.3859761981344484
1106,394,25,349.0,20.0,463.3549722457428,6.345177664974619
1107,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1108,87588,1443,0.0,86145.0,4654.974489795918,1.6474859569804083
1109,4,0,4.0,0.0,70.65889418830595,0.0
1110,147889,4965,0.0,142924.0,2706.953672688668,3.357247665478839
1111,994,6,812.0,176.0,2567.281367839248,0.6036217303822937
1112,0,0,0.0,0.0,,
1113,168094,3919,0.0,164175.0,5355.6999936277325,2.3314336026271016
1114,2911,56,0.0,0.0,0.0,0.0
1115,302,16,0.0,0.0,0.0,0.0
1116,15,0,13.0,2.0,99.98666844420744,0.0
1117,652,12,551.0,89.0,1047.0027138567275,1.8404907975460123
1118,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1119,359,2,311.0,46.0,546.2568472306756,0.5571030640668524
1120,0,0,2850.0,354.0,1922.00540765635,2.2276472383277386
1121,2664129,71039,0.0,2593090.0,4759.310933737307,2.66650000807018
1122,29,0,27.0,2.0,832.6155612977318,0.0
1123,3170,16,1989.0,1165.0,9409.040990175416,0.5047318611987381
1124,396,25,349.0,22.0,465.7070279424217,6.313131313131313
1125,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1126,88700,1460,0.0,87240.0,4714.0731292517,1.645997745208568
1127,4,0,4.0,0.0,70.65889418830595,0.0
1128,149766,4968,0.0,144798.0,2741.3101971336005,3.317174792676576
1129,994,6,812.0,176.0,2567.281367839248,0.6036217303822937
1130,0,0,0.0,0.0,,
1131,169754,3964,0.0,165790.0,5408.589817115912,2.3351437963170234
1132,2920,57,0.0,0.0,0.0,0.0
1133,304,16,0.0,0.0,0.0,0.0
1134,15,0,13.0,2.0,99.98666844420744,0.0
1135,656,12,554.0,90.0,1053.426043389591,1.829268292682927
1136,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1137,362,2,316.0,44.0,550.8216676810712,0.5524861878453039
1138,0,0,2850.0,376.0,1934.908709141989,2.212791755077296
1139,2705964,71534,0.0,2634430.0,4834.046719021316,2.643568059294211
1140,29,0,27.0,2.0,832.6155612977318,0.0
1141,3240,16,2119.0,1105.0,9616.811611409576,0.4938271604938271
1142,403,25,351.0,27.0,473.9392228807978,6.20347394540943
1143,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1144,89459,1476,0.0,87983.0,4754.411139455782,1.6499178394571814
1145,4,0,4.0,0.0,70.65889418830595,0.0
1146,151548,4969,0.0,146579.0,2773.927845807479,3.278829149840315
1147,994,6,812.0,176.0,2567.281367839248,0.6036217303822937
1148,0,0,0.0,0.0,,
1149,171547,3981,0.0,167566.0,5465.717198751036,2.320646819821973
1150,2964,57,0.0,0.0,0.0,0.0
1151,305,16,0.0,0.0,0.0,0.0
1152,15,0,13.0,2.0,99.98666844420744,0.0
1153,656,12,554.0,90.0,1053.426043389591,1.829268292682927
1154,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1155,362,2,316.0,44.0,550.8216676810712,0.5524861878453039
1156,0,0,2948.0,287.0,1941.3603598848088,2.2658610271903323
1157,2747085,72685,0.0,2674400.0,4907.506984986745,2.645895558382795
1158,29,0,27.0,2.0,832.6155612977318,0.0
1159,3324,17,2213.0,1094.0,9866.136356890564,0.5114320096269555
1160,406,25,351.0,30.0,477.46730642581616,6.157635467980295
1161,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1162,90664,1498,0.0,89166.0,4818.452380952381,1.6522544780728845
1163,4,0,4.0,0.0,70.65889418830595,0.0
1164,153423,5023,0.0,148400.0,2808.247762341442,3.2739550132639827
1165,1011,6,819.0,186.0,2611.188594452193,0.5934718100890207
1166,0,0,0.0,0.0,,
1167,172879,3997,0.0,168882.0,5508.156502899382,2.312021703040855
1168,2982,57,0.0,0.0,0.0,0.0
1169,306,16,0.0,0.0,0.0,0.0
1170,15,0,13.0,2.0,99.98666844420744,0.0
1171,661,12,558.0,91.0,1061.4552053056702,1.815431164901664
1172,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1173,362,2,325.0,35.0,550.8216676810712,0.5524861878453039
1174,0,0,2969.0,279.0,1949.5715517393064,2.286401925391095
1175,2789983,74085,0.0,2715898.0,4984.141757715642,2.655392523897099
1176,32,0,27.0,5.0,918.748205569911,0.0
1177,3431,20,2259.0,1152.0,10183.728592205634,0.5829204313611193
1178,414,25,353.0,36.0,486.8755292125318,6.038647342995169
1179,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1180,91809,1517,0.0,90292.0,4879.304846938776,1.6523434521669988
1181,4,0,4.0,0.0,70.65889418830595,0.0
1182,155372,5102,0.0,150270.0,2843.9221715812787,3.283731946554077
1183,1011,6,819.0,186.0,2611.188594452193,0.5934718100890207
1184,0,0,0.0,0.0,,
1185,174412,4063,0.0,170349.0,5556.9999362773215,2.329541545306516
1186,2996,59,0.0,0.0,0.0,0.0
1187,307,16,0.0,0.0,0.0,0.0
1188,15,0,13.0,2.0,99.98666844420744,0.0
1189,664,12,566.0,86.0,1066.2727024553178,1.8072289156626504
1190,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1191,368,2,326.0,40.0,559.9513085818625,0.5434782608695652
1192,0,0,2997.0,264.0,1957.1962298899116,2.2774947557686547
1193,2834341,75199,0.0,2759142.0,5063.384735213623,2.653138771940285
1194,32,0,27.0,5.0,918.748205569911,0.0
1195,3509,25,2343.0,1141.0,10415.244427295123,0.7124536905101169
1196,417,25,354.0,38.0,490.4036127575501,5.995203836930456
1197,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1198,92782,1533,0.0,91249.0,4931.016156462585,1.6522601366644392
1199,4,0,4.0,0.0,70.65889418830595,0.0
1200,157079,5166,0.0,151913.0,2875.1670235937986,3.2887909905206936
1201,1030,6,847.0,177.0,2660.261377137249,0.5825242718446602
1202,0,0,0.0,0.0,,
1203,176056,4117,0.0,171939.0,5609.379978334289,2.3384604898441403
1204,3005,59,0.0,0.0,0.0,0.0
1205,308,16,0.0,0.0,0.0,0.0
1206,15,0,13.0,2.0,99.98666844420744,0.0
1207,667,12,571.0,84.0,1071.0901996049652,1.7991004497751124
1208,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1209,374,2,328.0,44.0,569.0809494826536,0.5347593582887701
1210,0,0,2997.0,280.0,1966.5804491521944,2.2666269012824336
1211,2885082,76338,0.0,2808744.0,5154.030569589047,2.645955990159032
1212,32,0,27.0,5.0,918.748205569911,0.0
1213,3575,30,2432.0,1113.0,10611.142441601614,0.8391608391608392
1214,418,25,354.0,39.0,491.5796406058896,5.980861244019139
1215,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1216,93834,1559,0.0,92275.0,4986.926020408163,1.661444678901038
1217,4,0,4.0,0.0,70.65889418830595,0.0
1218,159239,5227,0.0,154012.0,2914.703567440924,3.282487330365049
1219,1062,6,862.0,194.0,2742.9102742910272,0.5649717514124294
1220,0,0,0.0,0.0,,
1221,177864,4171,0.0,173693.0,5666.985280061173,2.3450501506769217
1222,3022,60,0.0,0.0,0.0,0.0
1223,308,16,0.0,0.0,0.0,0.0
1224,15,0,15.0,0.0,99.98666844420744,0.0
1225,670,12,583.0,75.0,1075.9076967546127,1.791044776119403
1226,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1227,374,2,328.0,44.0,569.0809494826536,0.5347593582887701
1228,0,0,2997.0,283.0,1968.3399902638728,2.264600715137068
1229,2922841,77478,0.0,2845363.0,5221.484818819091,2.650777103509907
1230,32,0,27.0,5.0,918.748205569911,0.0
1231,3637,34,2588.0,1015.0,10795.16784898044,0.9348364036293648
1232,419,25,354.0,40.0,492.755668454229,5.966587112171838
1233,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1234,94539,1581,0.0,92958.0,5024.394132653061,1.6723257068511408
1235,4,0,4.0,0.0,70.65889418830595,0.0
1236,160992,5305,0.0,155687.0,2946.790401405744,3.295194792287816
1237,1079,6,863.0,210.0,2786.8175009039724,0.5560704355885079
1238,0,0,0.0,0.0,,
1239,178989,4226,0.0,174763.0,5702.829286943223,2.36103894652744
1240,3033,60,0.0,0.0,0.0,0.0
1241,309,16,0.0,0.0,0.0,0.0
1242,15,0,15.0,0.0,99.98666844420744,0.0
1243,670,12,583.0,75.0,1075.9076967546127,1.791044776119403
1244,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1245,374,2,328.0,44.0,569.0809494826536,0.5347593582887701
1246,0,0,3049.0,236.0,1972.4455861911213,2.31935771632471
1247,2958104,78076,0.0,2880028.0,5284.480109758973,2.639393341140136
1248,32,0,27.0,5.0,918.748205569911,0.0
1249,3670,43,2689.0,938.0,10893.116856133684,1.1716621253405994
1250,428,25,354.0,49.0,503.339919089284,5.841121495327103
1251,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1252,95361,1606,0.0,93755.0,5068.080357142857,1.684126634578077
1253,4,0,4.0,0.0,70.65889418830595,0.0
1254,162333,5305,0.0,157028.0,2971.336005710834,3.2679738562091503
1255,1102,6,890.0,206.0,2846.2213957332506,0.5444646098003629
1256,0,0,0.0,0.0,,
1257,180161,4274,0.0,175887.0,5740.170776779456,2.372322533733716
1258,3044,62,0.0,0.0,0.0,0.0
1259,309,16,0.0,0.0,0.0,0.0
1260,15,0,15.0,0.0,99.98666844420744,0.0
1261,683,12,598.0,73.0,1096.7835177364186,1.7569546120058566
1262,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1263,380,2,330.0,48.0,578.2105903834449,0.5263157894736842
1264,0,0,3073.0,219.0,1976.5511821183704,2.314540059347181
1265,2992238,78636,0.0,2913602.0,5345.458508106872,2.627999510734106
1266,32,0,27.0,5.0,918.748205569911,0.0
1267,3712,45,2840.0,827.0,11017.77922887418,1.2122844827586208
1268,432,25,354.0,53.0,508.0440304826418,5.787037037037037
1269,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1270,96001,1625,0.0,94376.0,5102.093962585034,1.6926907011385297
1271,4,0,4.0,0.0,70.65889418830595,0.0
1272,163762,5305,0.0,158457.0,2997.492358098585,3.2394572611472747
1273,1105,7,902.0,196.0,2853.9697298414176,0.6334841628959276
1274,0,0,0.0,0.0,,
1275,181493,4294,0.0,177199.0,5782.610080927802,2.365931468431289
1276,3051,62,0.0,0.0,0.0,0.0
1277,309,16,0.0,0.0,0.0,0.0
1278,15,0,15.0,0.0,99.98666844420744,0.0
1279,684,12,603.0,69.0,1098.3893501196344,1.7543859649122806
1280,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1281,381,2,334.0,45.0,579.7321972002435,0.5249343832020997
1282,0,0,3107.0,201.0,1985.9354013806533,2.303603071470762
1283,3022609,80143,0.0,2942466.0,5399.714526628699,2.6514511139217807
1284,32,0,27.0,5.0,918.748205569911,0.0
1285,3793,47,2914.0,832.0,11258.19951915942,1.2391247034010018
1286,432,25,354.0,53.0,508.0440304826418,5.787037037037037
1287,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1288,96714,1649,0.0,95065.0,5139.98724489796,1.705027193581074
1289,4,0,4.0,0.0,70.65889418830595,0.0
1290,164927,5376,0.0,159551.0,3018.816466238354,3.2596239548406265
1291,1105,7,902.0,196.0,2853.9697298414176,0.6334841628959276
1292,0,0,0.0,0.0,,
1293,182599,4302,0.0,178297.0,5817.848722360288,2.355982234294821
1294,3056,62,0.0,0.0,0.0,0.0
1295,309,16,0.0,0.0,0.0,0.0
1296,15,0,15.0,0.0,99.98666844420744,0.0
1297,684,12,611.0,61.0,1098.3893501196344,1.7543859649122806
1298,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1299,381,2,341.0,38.0,579.7321972002435,0.5249343832020997
1300,0,0,3107.0,213.0,1992.9735658273653,2.2954679223072394
1301,3057670,81805,0.0,2975865.0,5462.348956360804,2.6754031664633526
1302,35,0,29.0,6.0,1004.88084984209,0.0
1303,3845,53,2994.0,798.0,11412.54340921908,1.378413524057217
1304,432,25,357.0,50.0,508.0440304826418,5.787037037037037
1305,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1306,97619,1671,0.0,95948.0,5188.084608843537,1.7117569325643571
1307,4,0,4.0,0.0,70.65889418830595,0.0
1308,166583,5468,0.0,161115.0,3049.12781652115,3.282447788789973
1309,1125,7,931.0,187.0,2905.625290562529,0.6222222222222222
1310,0,0,0.0,0.0,,
1311,183882,4346,0.0,179536.0,5858.7268208755495,2.363472226754114
1312,3065,62,0.0,0.0,0.0,0.0
1313,309,16,0.0,0.0,0.0,0.0
1314,15,0,15.0,0.0,99.98666844420744,0.0
1315,684,12,611.0,61.0,1098.3893501196344,1.7543859649122806
1316,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1317,382,2,346.0,34.0,581.253804017042,0.5235602094240838
1318,0,0,3148.0,181.0,1998.2521891624,2.289404167889639
1319,3092041,82939,0.0,3009102.0,5523.750741373274,2.6823383001713106
1320,35,0,29.0,6.0,1004.88084984209,0.0
1321,3881,59,3033.0,789.0,11519.396871568077,1.520226745684102
1322,432,25,357.0,50.0,508.0440304826418,5.787037037037037
1323,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1324,98351,1692,0.0,96659.0,5226.987670068027,1.7203688828786692
1325,4,0,4.0,0.0,70.65889418830595,0.0
1326,168219,5557,0.0,162662.0,3079.0730876942507,3.303431835880608
1327,1164,7,935.0,222.0,3006.3536339686966,0.6013745704467354
1328,0,0,0.0,0.0,,
1329,185035,4392,0.0,180643.0,5895.462945262218,2.3736049936498502
1330,3077,62,0.0,0.0,0.0,0.0
1331,310,16,0.0,0.0,0.0,0.0
1332,15,0,15.0,0.0,99.98666844420744,0.0
1333,684,12,625.0,47.0,1098.3893501196344,1.7543859649122806
1334,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1335,382,2,346.0,34.0,581.253804017042,0.5235602094240838
1336,0,0,3148.0,188.0,2002.3577850896488,2.2847100175746924
1337,3129156,84190,0.0,3044966.0,5590.054522198324,2.690501847782597
1338,35,0,29.0,6.0,1004.88084984209,0.0
1339,3905,59,3097.0,749.0,11590.63251313407,1.5108834827144686
1340,432,25,357.0,50.0,508.0440304826418,5.787037037037037
1341,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1342,99216,1704,0.0,97512.0,5272.959183673469,1.7174649250120948
1343,4,0,4.0,0.0,70.65889418830595,0.0
1344,169699,5628,0.0,164071.0,3106.162941811725,3.3164603209211605
1345,1193,7,954.0,232.0,3081.2541970143084,0.586756077116513
1346,0,0,0.0,0.0,,
1347,185836,4459,0.0,181377.0,5920.9838781622375,2.3994274521621213
1348,3090,62,0.0,0.0,0.0,0.0
1349,310,16,0.0,0.0,0.0,0.0
1350,15,0,15.0,0.0,99.98666844420744,0.0
1351,686,12,625.0,49.0,1101.6010148860662,1.749271137026239
1352,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1353,383,2,346.0,35.0,582.7754108338405,0.5221932114882507
1354,0,0,3186.0,165.0,2011.742004351932,2.303206997084548
1355,3159652,85423,0.0,3074229.0,5644.533845922983,2.703557227188311
1356,35,0,29.0,6.0,1004.88084984209,0.0
1357,3935,62,3194.0,679.0,11679.677065091568,1.5756035578144854
1358,432,25,364.0,43.0,508.0440304826418,5.787037037037037
1359,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1360,99886,1716,0.0,98170.0,5308.567176870748,1.717958472658831
1361,4,0,4.0,0.0,70.65889418830595,0.0
1362,171006,5704,0.0,165302.0,3130.0862116303333,3.3355554775855816
1363,1244,7,960.0,277.0,3212.9758768531437,0.5627009646302251
1364,0,0,0.0,0.0,,
1365,186915,4486,0.0,182429.0,5955.362263429554,2.4000214001016507
1366,3096,62,0.0,0.0,0.0,0.0
1367,310,16,0.0,0.0,0.0,0.0
1368,15,0,15.0,0.0,99.98666844420744,0.0
1369,686,12,625.0,49.0,1101.6010148860662,1.749271137026239
1370,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1371,383,2,346.0,35.0,582.7754108338405,0.5221932114882507
1372,0,0,3186.0,198.0,2031.0969565803905,2.281259023967658
1373,3187232,85974,0.0,3101258.0,5693.803905875964,2.697450326803948
1374,35,0,29.0,6.0,1004.88084984209,0.0
1375,3966,63,3276.0,627.0,11771.68976878098,1.588502269288956
1376,432,25,364.0,43.0,508.0440304826418,5.787037037037037
1377,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1378,100319,1730,0.0,98589.0,5331.579506802721,1.724498848672734
1379,4,0,4.0,0.0,70.65889418830595,0.0
1380,172201,5705,0.0,166496.0,3151.9594384346456,3.312988890889135
1381,1287,7,998.0,282.0,3324.035332403533,0.5439005439005439
1382,0,0,0.0,0.0,,
1383,187711,4530,0.0,183181.0,5980.72388963232,2.413284250789778
1384,3113,63,0.0,0.0,0.0,0.0
1385,314,16,0.0,0.0,0.0,0.0
1386,15,0,15.0,0.0,99.98666844420744,0.0
1387,686,12,640.0,34.0,1101.6010148860662,1.749271137026239
1388,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1389,383,2,346.0,35.0,582.7754108338405,0.5221932114882507
1390,0,0,3186.0,221.0,2044.5867717699225,2.266207687894435
1391,3207381,86522,0.0,3120859.0,5729.798918130953,2.697590339283048
1392,35,0,29.0,6.0,1004.88084984209,0.0
1393,3992,65,3349.0,578.0,11848.86171381081,1.628256513026052
1394,432,25,364.0,43.0,508.0440304826418,5.787037037037037
1395,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1396,100741,1747,0.0,98994.0,5354.007227891157,1.734149948878808
1397,4,0,4.0,0.0,70.65889418830595,0.0
1398,172953,5709,0.0,167244.0,3165.7240129592005,3.3008967754245373
1399,1287,7,1000.0,280.0,3324.035332403533,0.5439005439005439
1400,0,0,0.0,0.0,,
1401,188583,4553,0.0,184030.0,6008.506977633339,2.414321545420319
1402,3116,63,0.0,0.0,0.0,0.0
1403,321,16,0.0,0.0,0.0,0.0
1404,16,0,15.0,1.0,106.65244634048794,0.0
1405,688,12,646.0,30.0,1104.8126796524978,1.744186046511628
1406,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1407,383,2,346.0,35.0,582.7754108338405,0.5221932114882507
1408,0,0,3227.0,193.0,2052.2114499205272,2.2577879394112603
1409,3225301,88042,0.0,3137259.0,5761.811952009032,2.729729721350038
1410,41,0,34.0,7.0,1177.1461383864485,0.0
1411,4024,69,3401.0,554.0,11943.84256923214,1.7147117296222665
1412,432,25,364.0,43.0,508.0440304826418,5.787037037037037
1413,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1414,101291,1763,0.0,99528.0,5383.237670068027,1.740529760788224
1415,4,0,4.0,0.0,70.65889418830595,0.0
1416,174002,5796,0.0,168206.0,3184.924862262735,3.330996195446029
1417,1312,8,1020.0,284.0,3388.604783304923,0.6097560975609756
1418,0,0,0.0,0.0,,
1419,189152,4561,0.0,184591.0,6026.636079780794,2.4112882760954157
1420,3122,63,0.0,0.0,0.0,0.0
1421,359,16,0.0,0.0,0.0,0.0
1422,16,0,15.0,1.0,106.65244634048794,0.0
1423,689,12,648.0,29.0,1106.4185120357138,1.741654571843251
1424,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1425,384,2,356.0,26.0,584.2970176506391,0.5208333333333334
1426,0,0,3227.0,219.0,2067.4608062217376,2.2411347517730498
1427,3248215,89610,0.0,3158605.0,5802.746475350678,2.7587459573950617
1428,41,0,34.0,7.0,1177.1461383864485,0.0
1429,4057,70,3462.0,525.0,12041.791576385383,1.7254128666502342
1430,432,25,377.0,30.0,508.0440304826418,5.787037037037037
1431,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1432,101818,1779,0.0,100039.0,5411.24574829932,1.7472352629201124
1433,4,0,4.0,0.0,70.65889418830595,0.0
1434,175332,5888,0.0,169444.0,3209.269123057493,3.358200442588917
1435,1312,8,1020.0,284.0,3388.604783304923,0.6097560975609756
1436,0,0,0.0,0.0,,
1437,189689,4610,0.0,185079.0,6043.745619065826,2.430293796688264
1438,3125,63,0.0,0.0,0.0,0.0
1439,369,16,0.0,0.0,0.0,0.0
1440,16,0,15.0,1.0,106.65244634048794,0.0
1441,690,12,650.0,28.0,1108.0243444189296,1.7391304347826086
1442,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1443,385,2,356.0,27.0,585.8186244674376,0.5194805194805194
1444,0,0,3227.0,248.0,2084.4697036346256,2.2228474957794035
1445,3274397,90698,0.0,3183699.0,5849.519089915179,2.769914582746075
1446,41,0,34.0,7.0,1177.1461383864485,0.0
1447,4082,70,3530.0,482.0,12115.995369683298,1.7148456638902498
1448,432,25,379.0,28.0,508.0440304826418,5.787037037037037
1449,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1450,102410,1792,0.0,100618.0,5442.708333333333,1.7498291182501708
1451,4,0,4.0,0.0,70.65889418830595,0.0
1452,176533,5970,0.0,170563.0,3231.252173594714,3.3818039686630827
1453,1387,8,1051.0,328.0,3582.3131360090915,0.5767844268204758
1454,0,0,0.0,0.0,,
1455,190394,4666,0.0,185728.0,6066.207863378577,2.45070748027774
1456,3130,63,0.0,0.0,0.0,0.0
1457,391,16,0.0,0.0,0.0,0.0
1458,16,0,15.0,1.0,106.65244634048794,0.0
1459,690,12,650.0,28.0,1108.0243444189296,1.7391304347826086
1460,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1461,387,2,357.0,28.0,588.8618381010347,0.5167958656330749
1462,0,0,3227.0,248.0,2084.4697036346256,2.2228474957794035
1463,3301106,91822,0.0,3209284.0,5897.233159214823,2.7815526069141674
1464,41,0,34.0,7.0,1177.1461383864485,0.0
1465,4096,73,3583.0,440.0,12157.54949393013,1.7822265625
1466,434,25,380.0,29.0,510.3960861793207,5.76036866359447
1467,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1468,103079,1814,0.0,101265.0,5478.263180272109,1.7598152873039126
1469,4,0,4.0,0.0,70.65889418830595,0.0
1470,177688,6040,0.0,171648.0,3252.393242179635,3.3992166043852143
1471,1435,8,1051.0,376.0,3706.28648173976,0.5574912891986062
1472,0,0,0.0,0.0,,
1473,190940,4695,0.0,186245.0,6083.604154718664,2.4588876086728817
1474,3135,64,0.0,0.0,0.0,0.0
1475,414,16,0.0,0.0,0.0,0.0
1476,16,0,15.0,1.0,106.65244634048794,0.0
1477,691,12,653.0,26.0,1109.6301768021451,1.7366136034732271
1478,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1479,390,2,357.0,31.0,593.4266585514304,0.5128205128205128
1480,0,0,3271.0,286.0,2134.323368465504,2.253366309425666
1481,3322195,92920,0.0,3229275.0,5934.907426595114,2.7969459950424342
1482,41,0,34.0,7.0,1177.1461383864485,0.0
1483,4108,75,3666.0,367.0,12193.167314713128,1.8257059396299904
1484,434,25,383.0,26.0,510.3960861793207,5.76036866359447
1485,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1486,103534,1831,0.0,101703.0,5502.444727891157,1.7685011686982055
1487,4,0,4.0,0.0,70.65889418830595,0.0
1488,178682,6100,0.0,172582.0,3270.5873739315066,3.413886121713435
1489,1459,8,1094.0,357.0,3768.273154605093,0.5483207676490747
1490,0,0,0.0,0.0,,
1491,191677,4720,0.0,186957.0,6107.085961893838,2.462475936079968
1492,3140,65,0.0,0.0,0.0,0.0
1493,449,16,0.0,0.0,0.0,0.0
1494,16,0,15.0,1.0,106.65244634048794,0.0
1495,691,12,653.0,26.0,1109.6301768021451,1.7366136034732271
1496,114,1,95.0,18.0,377.0215299136819,0.8771929824561403
1497,390,2,357.0,31.0,593.4266585514304,0.5128205128205128
1498,0,0,3271.0,338.0,2164.822081067924,2.221620157138987
1499,3341249,93448,0.0,3247801.0,5968.9462852732895,2.79679844273803
1500,41,0,34.0,7.0,1177.1461383864485,0.0
1501,4114,77,3705.0,332.0,12210.976225104629,1.8716577540106951
1502,434,25,383.0,26.0,510.3960861793207,5.76036866359447
1503,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
1504,103960,1850,0.0,102110.0,5525.085034013606,1.7795305886879569
1505,4,0,4.0,0.0,70.65889418830595,0.0
